query	doc_id	label
The CCG parser we use (Clark and Curran, 2007b) makes use of three levels of representation: one, a POS tag level based on the fairly coarse-grained POS tags in the Penn Treebank; two, a lexical category level based on the more fine-grained CCG lexical categories, which are assigned to words by a CCG super tagger; and three, a hierarchical level consisting of CCG derivations.	[146]	[1]
The Chinese Nombank extends the general annotation framework of the English Proposition Bank (Palmer et al, 2005) and the English Nombank (Meyers et al, 2004) to the annotation of nominalized predicates in Chinese.	[156]	[1]
The CoNLL 2011 Shared Task (Pradhan et al,2011) is dedicated to modeling unrestricted coreference in OntoNotes.	[0]	[1]
The CoNLL-2007 shared tasks include two tracks: the Multilingual Track and Domain AdaptationTrack (Nivre et al, 2007).	[18, 2, 0]	[1, 1, 1]
The Context-Sensitive extension (Krahmer and Theune, 2002) is able to generate referring expressions for the most salient entity in a context; the Boolean Expressions algorithm (van Deemter, 2002) is able to derive expressions containing boolean operators, as in the cup that does not have a handle; and the Sets algorithm (van Deemter, 2002) extends the basic approach to references to sets, as in the red cups.	[0, 169]	[1, 1]
The Deep Read reading comprehension prototype system (Hirschman et al, 1999) achieves a level of 36% of the answers correct using a bag-of-words approach together with limited linguistic processing.	[39, 0]	[1, 1]
The Duluth-xLSS system was originally inspired by (Pedersen, 2000), which presents an ensemble of eighty-one Naive Bayesian classifiers based on varying sized windows of context to the left and right of the target word that define co-occurrence features.	[1, 151, 37, 44, 34, 66]	[1, 1, 1, 1, 1, 1]
The Korean-English parallel data was collected from news websites and sentence aligned using two different tools described by Moore (2002) and Melamed (1999).	[321]	[1]
The LBJ Tagger is based on a regularized average perceptron (Ratinov and Roth, 2009).	[62]	[1]
The MDA (Multilingual Document Authoring) system [Brun et al2000] is an instance (descended from Ranta's Grammatical Framework [Ranta 2002]) of a text-mediated interactive natural language generation system, a notion introduced by [Power and Scott 1998] under the name of WYSIWYM.	[2, 23]	[1, 1]
The MDL-based tree cut model was originally introduced for handling the problem of generalizing case frames using a thesaurus (Li and Abe, 1998).	[0, 296, 77, 48, 2, 8]	[1, 1, 1, 1, 1, 1]
The OntoNotes 90% solution (Hovy et al 2006) actually means such a degree of granularity that enables a 90% IAA.	[0]	[1]
The RASP parser is a generalized LR parser which builds a non-deterministic generalized LALR parse table from the grammar (Tomita, 1987).	[47, 2, 12]	[1, 1, 1]
The VPs with the verbs start or finish (see Pustejovsky, 1991) can also be accounted for using the qualia structure.	[65]	[1]
The Vieira/Poesio algorithm (Vieira and Poesio, 2000) attempts to classify each definite description as either direct anaphora, discourse-new, or bridging description.	[77, 44, 61, 474, 453, 80, 536]	[1, 1, 1, 1, 1, 1, 1]
The actual realization of the component is based on a constraint-based inheritance algorithm that follows the example of PATR-II (Shieber et al, 1989).	[0]	[1]
The answer does not always solve the original problem Eq (2), but previous works (e.g., (Rush et al 2010)) has shown that it is effective in practice.	[174, 132, 154, 140, 234, 150, 14]	[1, 1, 1, 1, 1, 1, 1]
The average senior high school student achieves 57% correct (Turney, 2006).	[411, 58, 7, 19]	[1, 1, 1, 1]
The best F score and WER are obtained using the combination of all three dictionaries, HB-dict+GHM-dict+S-dict. Furthermore, the difference between the results using HB-dict+GHM-dict+S-dict and HB-dict+GHMdict is statistically significant (p 0.01), based on the computationally-intensive Monte Carlo method of Yeh (2000), demonstrating the contribution of Sdict.	[184, 185]	[1, 1]
The bootstrapping methods for language independent NER of Cucerzan and Yarowsky (1999) have a similar effect.	[0]	[1]
The cluster ranking model of Rahman and Ng (2009) proceeds in a left-to-right fashion and adds the current discourse old mention to the highest scoring preceding cluster.	[110, 141, 137, 104]	[1, 1, 1, 1]
The core model utilized, extended and evaluated here is based on Cucerzan and Yarowsky (1999).	[159]	[1]
The current version of the system includes an implementation of the MARS pronoun resolution algorithm (Mitkov, 1998)	[70, 0, 69]	[1, 1, 1]
The data in this corpus is automatically aligned using a technique presented in (Ittycheriah and Roukos, 2005).	[187, 35, 215]	[1, 1, 1]
The decomposition into two knowledge sources in Equation 2 is known as the source-channel approach to statistical machine translation (Brown et al, 1990).	[0, 120, 3]	[1, 1, 1]
The definitions of the objective function (4) and the gradient (5) for training remain the same in the partial-data case; the only differences are that (pi) is now defined to be those derivations which are con sis tent with the partial dependency structure pi, and the gold-standard dependency structures pij are the partial structures extracted from the gold-standard lexical category sequences. Clark and Curran (2004b) gives an algorithm for finding all derivations in a packed chart which produce a particular set of dependencies.	[72, 76]	[1, 1]
The degree of parallelism can vary greatly, ranging from noisy parallel documents that contain many parallel sentences, to quasi parallel documents that may cover different topics (Fung and Cheung, 2004).	[33, 25, 11, 48, 18, 38]	[1, 1, 1, 1, 1, 1]
The early-update strategy of Collins and Roark (2004) is used so as to improve accuracy and speed up the training.	[161, 18]	[1, 1]
The end result of our selection and aggregation module (see section 6.2) is a fully specified logical form which is to be sent to the Semantic-Head Driven Generation component of Gemini (Shieber et al, 1990).	[0]	[1]
The error model LTR was trained exactly as described originally by Brill and Moore (2000).	[21, 0]	[1, 1]
The evaluations were carried out with the SVMlight-TK software (Moschitti, 2004) available at http: //ai-nlp.info.uniroma2.it/moschitti/ which encodes the tree kernels in the SVM-light software (Joachims, 1999).	[134]	[1]
The experiment is on the dataset developed in (Grefenstette and Sadrzadeh, 2011).	[161, 4]	[1, 1]
The experiments in (Riloff and Shepherd, 1997) were performed on the 500,000 word MUC-4 corpus, and those of (Roark and Charniak, 1998) were performed using MUC-4 and the Wall Street Journal corpus (some 30 million words).	[112, 24]	[1, 1]
The experiments were evaluated using BLEU (Papineni et al, 2002) and METEOR (Lavieand Agarwal, 2007) 12.	[7]	[1]
The extraction patterns used by both Yangarber et al (2000) and Stevenson and Greenwood (2005) were based on SVO tuples extracted from dependency trees.	[69]	[1]
The fact that no improvement was obtained agrees with previous observations that classifiers that are too accurate can not be improved with bootstrapping (Pierce and Cardie,2001).	[112, 5]	[1, 1]
The feature structure (adopted from Karttunen, 1984, p. 30) represents disjunctions by enclosing the alternatives in curly brackets ({}).	[49]	[1]
The features that define the constraints on the model are obtained by instantiation of feature templates as in Ratnaparkhi (1996).	[32, 25]	[1, 1]
The final approach we re-implement is the one proposed by Baroni and Zamparelli (2010), who treat attributive adjectives as functions from noun meanings to noun meanings.	[21, 50]	[1, 1]
The findings described in (Keller and Lapata, 2003) seem to suggest that count estimations we need in the present study over Subject-Verb bigrams are highly correlated to corpus counts.	[414, 412, 206, 205, 70]	[1, 1, 1, 1, 1]
The first approach to predict user judgments on the basis of interaction metrics is the well-known PARADISE model (Walker et al, 1997).	[116, 153]	[1, 1]
The first decoder, Hiero Cube Pruning (HCP), is a k-best decoder using cube pruning implemented as described by Chiang (2007).	[189, 227]	[1, 1]
The first example of this approach was the multi-engine MT system (Frederking and Nirenburg, 1994), which builds a chart using the translation units inside each input system and then uses a chart walk algorithm to find the best cover of the source sentence. Rosti et al (2007a) collect source-to-target correspondences from the input systems, create a new translation option table using only these phrases, and re-decode the source sentence to generate better translations.	[2]	[1]
The first feature is the absolute difference between ai and ai-1 + 1 and is similar to information used in other HMM word alignment models (Och and Ney, 2000) as well as phrase translation models (Koehn, 2004).	[8, 17]	[1, 1]
The first is the LOB corpus (Johansson 1986), which we used in the earlier experiments as well (van Halteren, Zavrel, and Daelemans 1998) and which has proved to be a good testing ground.	[63, 101]	[1, 1]
The first sentence alignment model used to align English-Chinese bilingual texts is proposed by Wu (1994).	[1, 44, 94]	[1, 1, 1]
The first two baselines are standard systems using PBMT or Hiero trained using Moses (Koehn et al, 2007).	[75]	[1]
The first variable we consider is whether we have access to a small number of target language trees or only pre-existing tree banks in a number of other languages; while not our actual target language, these other tree banks can still serve as a kind of proxy for learning which features generally transfer useful in formation (McDonald et al., 2011).	[155]	[1]
The following models are used as benchmark: (i) PYTHY (Toutanova et al, 2007): Utilizes human generated summaries to train a sentence ranking system using a classifier model; (ii) HIERSUM (Haghighi and Vanderwende, 2009): Based on hierarchical topic models.	[3]	[1]
The idea of bidirectional parsing is related to the bidirectional sequential classification method described in (Shen et al, 2007).	[0]	[1]
The idea of n-best list extraction from a word graph for SMT was presented in (Ueffing et al, 2002).	[75, 73, 14]	[1, 1, 1]
The intrinsic evaluation measures used in our experiments are the well-known BLEU (Papineni et al., 2001) and NIST (Doddington, 2002) metrics, and an F-score measure that adapts evaluation techniques from dependency-based parsing (Crouch et al., 2002) and sentence-condensation (Riezler et al, 2003) to machine translation.	[172]	[1]
The language model is a statistical 4-gram model estimated with Modified Kneser-Ney smoothing (Chen and Goodman, 1996) using only English sentences in the parallel training data.	[0]	[1]
The latter utilized several resources for matching hypothesis terms with text terms: WordNet, VerbOcean (Chklovski and Pantel, 2004), utilizing two of its relations, as well as an acronym database ,number matching module, co-reference resolution and named entity recognition tools.	[0]	[1]
The list of polarity words that we use in this component has been taken from the OpinionFinder system (Wilson et al, 2005).	[39]	[1]
The main results to date in the field of automatic lexical acquisition are concerned with extracting lists of words reckoned to belong together in a particular category, such as vehicles or weapons (Riloff and Shepherd, 1997) (Roarkand Charniak, 1998).	[97]	[1]
The maximum entropy parser (Ratnaparkhi, 1997) is used in this study, for it offers the flexibility of integrating multiple sources of knowledge into a model.	[0]	[1]
The model has been shown to work in unsupervised tasks such as POS induction (Smith and Eisner, 2005a), grammar induction (Smith and Eisner, 2005b), and morphological segmentation (Poon et al, 2009), where good neighborhoods can be identified.	[202]	[1]
The morphology algorithm proposed by Kay and Roscheisen (1993) is applied for splitting potential suffixes and prefixes and for obtaining the normalised word forms.	[246]	[1]
The obtained accuracy is around 96% and was computed indirectly by checking disagreement with the Brown sentence aligner (Brown et al, 1991) on randomly selected 500 disagreement cases.	[19, 4]	[1, 1]
The only exception is in (Wacholder et al 1997) where the reported performance for the sole semantic disambiguation task of PNs is 79%.	[57]	[1]
The original task also made use of V-measure and Paired F-score to evaluate the induced word sense clusters, but have degenerate behaviour in correlating strongly with the number of senses induced by the method (Manandhar et al 2010), and are hence omitted from this paper.	[97, 77]	[1, 1]
The other dimensions of both domains were difficult to interpret. We experimented with using the SCL features together with the raw features (n-grams and length), as suggested by (Blitzer et al, 2006).	[16, 42]	[1, 1]
The output of this model is incorporated into the machine translation system by providing the WSD probabilities for a phrase translation as extra features in a log-linear model (Carpuat and Wu, 2007).	[101]	[1]
The parser is trained using the averaged perceptron algorithm with an early update strategy as described in Zhang and Clark (2008).	[92]	[1]
The parsing model used is essentially that of Chiang (Chiang, 2000), which is based on a highly restricted version of tree-adjoining grammar.	[3, 0, 29, 38]	[1, 1, 1, 1]
The part-of-speech tagging uses the Curran and Clark POS tagger (Curran and Clark, 2003) trained on MedPost data (Smith et al, 2004), whilst the other preprocessing stages are all rule based.	[15, 28]	[1, 1]
The patterns we used for entailment acquisition based on (Hearst, 1992) and (Pantel et al, 2004).	[30, 120, 36]	[1, 1, 1]
The performance of many natural language processing tasks, such as shallow parsing (Zhang et al., 2002) and named entity recognition (Florianet al, 2004), has been shown to depend on integrating many sources of information.	[35, 9, 118]	[1, 1, 1]
The pioneering work on fusion is Barzilay and McKeown (2005), which introduces the frame work used by subsequent projects: they represent the inputs by dependency trees, align some words to merge the input trees into a lattice, and then extract a single, connected dependency tree as the output.	[198, 130, 426]	[1, 1, 1]
The present paper deals with five parsers evaluated within the translation frame work: three genuine dependency parsers, namely the parsers described in (McDonald et al, 2005), (Nivre et al, 2007), and (Zhang and Nivre, 2011), and two constituency parsers (Charniak and Johnson, 2005) and (Klein and Manning, 2003), whose outputs we reconverted to dependency structures by Penn Converter (Johansson and Nugues, 2007).	[15]	[1]
The problem of finding thematic boundaries other than sentence boundaries automatically (e.g. Utiyama and Isahara (2001)) is thus not addressed in this work.	[108, 89]	[1, 1]
The proposed method in (Takamura et al, 2005) extracts semantic orientations from a small number of seed words with high accuracy in the experiments on English as well as Japanese lexicons.	[4, 190, 17, 188, 28, 18, 1, 156]	[1, 1, 1, 1, 1, 1, 1, 1]
The recent availability of more corpora has enabled much information about dependency relations to be obtained by using a Japanese dependency analyzer such as KNP (Kurohashi and Nagao, 1994) or CaboCha (Kudo and Matsumoto,2002).	[0]	[1]
The reported coverage in Attardi (2006) is already very high when the system is restricted to transitions of degree two or three.	[90]	[1]
The results we report are with the Gaussian prior regularization term described in (Johnson et al, 1999).	[105]	[1]
The same beam-search pruning as described in (Tillmann and Ney, 2003) is used.	[264, 247, 253, 240, 19]	[1, 1, 1, 1, 1]
The same technique was also used by the winning team of the CoNLL 2007 Shared Task (Hall et al, 2007), combining six transition-based parsers.	[8]	[1]
The search algorithm for the best ITG alignment, a best-first chart parsing (Charniak et al., 1998), was augmented with an A* search heuristic of quadratic complexity (Klein and Manning, 2003), resulting in significant reduction in computational complexity.	[161]	[1]
The second, sys comb giza, corresponds to the pair-wise symmetric HMM alignments from GIZA++ described in (Matusov et al, 2006).	[54, 63]	[1, 1]
The sentence has 42 readings (Hobbs and Shieber, 1987), and it is easy to imagine how the number of readings grows exponentially (or worse) in the length of the sentence.	[24, 21]	[1, 1]
The shared task at the 2010 Conference on Natural Language Learning (CoNLL) focused on speculation detection for the domain of biomedical research literature (Farkas et al, 2010), with data sets based on the BioScope corpus (Vincze et al, 2008) which annotates so called speculation cues along with their scopes.	[1, 29, 0, 5, 52, 32]	[1, 1, 1, 1, 1, 1]
The similarity measure simwN is based on the proposal in (Lin, 1997).	[158]	[1]
The state space of our model resembles that of Kurohashi and Nagao's Japanese coordination detection method (Kurohashi and Nagao, 1994).	[0]	[1]
The states could be more refined than those shown above: the state for the subject, for example, should probably be not NP but a pair (Npl, NP3s) .STSG is simply a version of synchronous tree adjoining grammar or STAG (Shieber and Schabes, 1990) that lacks the adjunction operation.	[0]	[1]
The string-to-tree (Galleyet al 2006) and tree-to-tree (Chiang, 2010) methods have also been the subject of experimentation, as well as other formalisms such as Dependency Trees (Shen et al, 2008).	[21]	[1]
The syntactic constraints are specifically imposed on the n words involved in 1-to-n alignments, which is different from the cohesion constraints (Fox, 2002) as explored by Cherry and Lin (2006), where knowledge of cross-lingual syntactic projection is used.	[0]	[1]
The system performance reported in (CM05; (Corley and Mihalcea, 2005)), which is among the best we are aware of, is also included for comparison.	[68]	[1]
The techniques of Charniak (1997), Collins (1997), and Ratnaparkhi (1997) achieved roughly comparable results using the same sets of training and test data.	[92]	[1]
The terms alpha and beta are the thresholds of the number and the beam width of lexical entries, and theta is the beam width for global thresholding (Goodman, 1997).	[374, 320, 327]	[1, 1, 1]
The time needed for tree kernel function was not so problematic as we could use the fast evaluation proposed in (Moschitti, 2006).	[49, 130, 156, 163, 173]	[1, 1, 1, 1, 1]
The training and testing data are run through tweet-specific tokenization, similar to that used in the CMU Twitter NLP tool (Gimpel et al, 2011).	[36]	[1]
The translation probability can also be discriminatively trained such as in Tillmann and Zhang (2006).	[40, 0, 210]	[1, 1, 1]
The very interesting study by Snyder and Barzilay (2008) on multilingual approaches to morphological segmentation was difficult to classify.	[3, 0]	[1, 1]
The work closest to ours is the subjectivity word sense disambiguation method proposed in Akkaya et al.(2009), where on a set of 83 English words, an accuracy of 88% was observed; and the method proposed in Su and Markert (2009), where an accuracy of 84% was obtained on another dataset of 298 words.	[133, 37]	[1, 1]
Their models are trained on the entire Penn Treebank data (instead of using only the 24,115-token test data), and so are the tagging models used by Goldberg et al (2008).	[171, 153, 84]	[1, 1, 1]
There are signature terms for different topic texts (Lin and Hovy, 2000).	[137, 60, 42, 236, 150, 145]	[1, 1, 1, 1, 1, 1]
There have been several research papers on using MTurk to help natural language processing tasks, Callison-Burch (2009) used MTurk to evaluate machine translation results.	[124]	[1]
Therefore, the overall sentiment of a document is not necessarily the sum of the content parts (Turney, 2002).	[157, 158]	[1, 1]
Therefore, there is nowadays a pressing need to adopt learning approaches to extend the coverage of the FrameNet lexicon by automatically acquiring new LUs, a task we call LU induction, as recently proposed at SemEval-2007 (Baker et al, 2007).	[0, 12]	[1, 1]
These include CCM (Klein and Manning, 2002), the DMV and DMV+CCM models (Klein and Manning, 2004), (U)DOP based models (Bod, 2006a; Bod, 2006b), an exemplar based approach (Dennis, 2005), guiding EM using contrastive estimation (Smith and Eisner, 2006), and the incremental parser of Seginer (2007) that we use in this work.	[19]	[1]
These results are comparable to the results from Gildea and Palmer (2002), but only roughly because of differences in corpora.	[132, 22, 77, 74]	[1, 1, 1, 1]
These steps result in an improvement of 43.98% percent relative error reduction in F-score over an earlier best result in edited detection when punctuation is included in both training and testing data [Charniak and Johnson 2001], and 20.44% percent relative error reduction in F-score over the latest best result where punctuation is excluded from the training and testing data [Johnson and Charniak 2004].	[149, 144, 72]	[1, 1, 1]
These strategies can be seen as transactions made up of conversational games (Carletta et al., 1997).	[31, 25]	[1, 1]
They surpassed their earlier work in 2003 with acyclic dependency network tagger, achieving 97.2% /89.05% (seen/unseen) (Toutanova et al, 2003).	[38, 0]	[1, 1]
They use two kinds of features: syntactic ones and word based ones, for example, the path of the given pair of NEs in the parse tree and the word n-gram between NEs (Kambhatla, 2004).	[45]	[1]
This algorithm is a natural synchronous generalization of the monolingual Maximum Constituents Parse algorithm of Goodman (1996).	[141]	[1]
This application is important for the automatic evaluation of machine translation and summarization, since we can paraphrase the human translations/summaries to make them more similar to the system outputs, which can refine the accuracy of the evaluation (Kauchak and Barzilay, 2006).	[184, 105, 3, 34, 117, 4]	[1, 1, 1, 1, 1, 1]
This approach contrasts with Johnson (2002), who treats empty/antecedent identification as a joint task, and with Dienes and Dubey (2003a, b), who always identify empties first and determine antecedents later.	[0]	[1]
This assumption is realistic: while truly parallel data (humanly created) might be in short supply or harder to acquire, adapting statistical machine translation (SMT) systems from one language-pair to another is not as challenging as it used to be (Al-Onaizan and Papineni, 2006).	[0, 9]	[1, 1]
This assumption of similar meaning when multiple phrases map onto a single foreign language phrase is the converse of the assumption made in the word sense disambiguation work of Diab and Resnik (2002) which posits different word senses when a single English word maps onto different words in the foreign language.	[6]	[1]
This constraint of having the same semantic roles is further ensured inside the VN lexicon which is constructed based on a more refined version of the Levinâ€™s classification, called Intersective Levin classes (ILCs) (Dang et al., 1998).	[0]	[1]
This contrasts with Open Information Extraction (Banko and Etzioni, 2008) and On-Demand Information Extraction (Sekine, 2006), which aim to extract large databases of open-ended facts, and with supervised relation extraction, which requires additional supervised data to learn new relations.	[0, 161, 9, 3]	[1, 1, 1, 1]
This environment reward function is a simplification of the one described in Branavan et al (2009), and it performs comparably in our experiments.	[117]	[1]
This evaluation is particularly relevant for NPs, as the Briscoe and Carroll (2006) corpus has been annotated for internal NP structure.	[19, 21]	[1, 1]
This evaluation was also used in (Sha and Pereira, 2003).	[131]	[1]
This fact has given rise to a large body of research on unsupervised (Klein and Manning, 2004), semi-supervised (Koo et al, 2008) and transfer (Hwa et al, 2005) systems for prediction of linguistic structure.	[0]	[1]
This finding coincides to that of Purandare and Pedersen (2004) and Pedersen (2010) who found that with large amounts of data, first-order vectors perform better than second-order vectors, but second-order vectors are a good option when large amounts of data are not available.	[222, 193, 194, 176, 199]	[1, 1, 1, 1, 1]
This idea is demonstrated by Attardi (2006), who proposes a transition system whose individual transitions can deal with non-projective dependencies only to a limited extent, depending on the distance in the stack of the nodes involved in the newly constructed dependency.	[0]	[1]
This is a strong constraint on the matching of syntax so it is not surprising that the model has good precision but very low recall on the ACE corpus (Zhao and Grishman, 2005).	[61]	[1]
This is an at-least-one assumption based multi-instance learning method proposed by Hoffmann et al (2011).	[48]	[1]
This is the best automatically learned part-of-speech tagging result known to us, representing an error reduction of 4.4% on the model presented in Collins (2002), using the same data splits, and a larger error reduction of 12.1% from the more similar best previous log linear model in Toutanova and Manning (2000).	[98]	[1]
This kind of strategy has been widely used in the applications of machine learning to named entity recognition and has also been used in Chinese word segmentation (Xue and Shen, 2003).	[91, 46, 0]	[1, 1, 1]
This kind of supervision is similar to the seeding in bootstrapping literature (Thelen and Riloff, 2002) or prototype-based learning (Haghighi and Klein, 2006).	[0]	[1]
This measurement is called longest common subsequence ratio [Melamed, 1995].	[130, 129]	[1, 1]
This metric correlates significantly with human judgments and is better than Simple String Accuracy (Bangalore et al, 2000) for judging compression quality (Clarke and Lapata, 2006).	[6, 50, 105]	[1, 1, 1]
This paper shows that the one sense per collocation hypothesis is weaker for fine grained word sense distinctions (e.g. those in WordNet): from the 99% precision mentioned for 2-way ambiguities in (Yarowsky, 1993) we drop to 70% figures.	[98, 1]	[1, 1]
This section presents our results on the GE and the EPI tasks (Kim et al, 2011b; Ohta et al, 2011) respectively. Different experimental methods in processing the obtained event rules are described for the purpose of improving the precision of both tasks and increasing the recall of the EPI task.	[21]	[1]
This task is based on task A in the TempEval-2 challenge (Verhagen et al, 2010).	[5, 0]	[1, 1]
This use of frame is different than that used for subcate gorization frames, which are also used to induce word classes (e.g., Korhonen et al, 2003).	[0]	[1]
Thus for any automatic counting scheme some constant shuffling and reshuffling of the conjunct order needs to be applied until the order stabilizes (see also [Kogure 1990]).	[138]	[1]
Thus, ? can recursively be an SRK (and evaluate Nested PASs (Moschitti et al, 2007)) or any other potential kernel (over the arguments).	[18, 57]	[1, 1]
Tillmann and Zhang (2006) present a procedure to directly optimize the global scoring function used by a phrase based decoder on the accuracy of the translations.	[2, 178, 5]	[1, 1, 1]
To address this issue, a coarse-grained English all-words task (Navigli et al, 2007) was conducted during SemEval-2007.	[0, 1]	[1, 1]
To address this limitation, a promising approach is distant supervision (DS), which can automatically gather labeled data by heuristically aligning entities in text with those in a knowledge base (Mintz et al, 2009).	[0]	[1]
To continue our example, the resulting entry would be as follows: es gibt? S NP there VP is To give a more formal description of how syn tactic structures are derived for phrases, first note that each parse tree t is mapped to a TAG derivation using the method described in (Carreras et al, 2008).	[136, 128]	[1, 1]
To find the minimum value, we can use a subgradient method (Rush et al 2010).	[167]	[1]
To handle the ASR results of disfluent utterances, we employ SRI's Gemini robust language parser (Dowding et al, 1993).	[0]	[1]
To handle the increased computational complexity, we adopt the incremental parsing framework with dynamic programming (Huang and Sagae, 2010), and propose an efficient method of character-based decoding over candidate structures.	[8, 0]	[1, 1]
To improve the quality of the induced trees, we combine our PCFG induction with the CCM model of Klein and Manning (2002), which has complementary stengths: it identifies brackets but does not label them.	[9, 0]	[1, 1]
To improve this performance, we plan to enrich the Arabic lexicon with more proper names, using either name recognition (Maloney and Niv, 1998) or a back translation approach after name recognition in English texts (Al-Onaizan and Knight, 2002).	[0, 11, 173]	[1, 1, 1]
To overcome the shortcomings of available resources and to take advantage of ensemble systems, Wan (2008) and Wan (2009) explored methods for developing a hybrid system for Chinese using English and Chinese sentiment analyzers.	[49, 2]	[1, 1]
To remove this variable, we carry out a second evaluation against the Briscoe and Carroll (2006) re annotation of DepBank (King et al, 2003), as described in Clark and Curran (2007a).	[20]	[1]
To run the DE classifiers, we use the Stanford Chinese parser (Levy and Manning, 2003) to parse the Chinese side of the MT training data, the devset and test set.	[0]	[1]
To save time, we use a pruning stage (Xue and Palmer, 2004) to filter out the constituents that are clearly not semantic arguments to the predicate.	[49, 50, 51, 43, 63]	[1, 1, 1, 1, 1]
To score the output of a coreference model, we employ three scoring programs: MUC (Vilain et al, 1995), B3 (Bagga and Baldwin, 1998), and 3 -CEAF (Luo, 2005).	[59]	[1]
To test this hypothesis, we tried two quite different training data sets, one from the cell phone domain and the other from the DVD player domain, both used in (Wu et al, 2009).	[142, 159, 143]	[1, 1, 1]
To this end, the GATE Gazetteer (Cunningham et al., 2002) was used, and only entities recognized by it automatically were considered.	[28]	[1]
Tokenisation and sentence splitting is followed by part-of speech tagging with the Maximum Entropy Markov Model (MEMM) tagger developed by Curran and Clark (2003) (here after referred to as C&C) for the CoNLL-2003 shared task (Tjong Kim Sang and De Meulder, 2003), trained on the MedPost data (Smith et al, 2004).	[64, 69, 0]	[1, 1, 1]
Topic modeling has received some use in SMT, for instance Bilingual LSA adaptation (Tam et al., 2007), and the BiTAM model (Zhao and Xing, 2006), which uses a bilingual topic model for learning alignment.	[0]	[1]
Toutanova and Moore (2002) improve the model by incorporating pronunciation information.	[1, 169, 0]	[1, 1, 1]
Towards this, Wiebe and Mihalcea (2006) conduct a study on human annotation of 354 words senses with polarity and report a high inter-annotator agreement.	[66, 57]	[1, 1]
Traditional learning-based coreference resolvers operate by training a model for classifying whether two mentions are co-referring or not (e.g., Soon et al (2001), Ng and Cardie (2002b), Kehler et al (2004), Ponzetto and Strube (2006)).	[4, 36]	[1, 1]
Training data are normally drawn from sizeable corpora of native English text (British National Corpus for DeFelice and Pulman (2007, 2008), Wall Street Journal in Knight and Chander (1994), a mix of Reuters and Encarta in Gamon et al (2008, 2009).	[69]	[1]
Translation Edit Rate (TER, Snover et al (2006)) based alignment proposed in Sim et al (2007) is often taken as the baseline, and a couple of other approaches, such as the Indirect Hidden Markov Model (IHMM, He et al (2008)) and the ITG-based alignment (Karakos et al. (2008)), were recently proposed with better results reported.	[7, 2, 134, 138, 108, 182, 158]	[1, 1, 1, 1, 1, 1, 1]
Transliterations can be generated for tokens in a source phrase (Knightand Graehl, 1997), with o (f, e) calculating phonetic similarity rather than orthographic.	[18, 9]	[1, 1]
Tsuruoka and Tsujii (2005) proposed easiest-first deterministic decoding.	[72, 0]	[1, 1]
Turney (2002) described a way to automatically build such a lexicon based on looking at co-occurrences of words with other words whose sentiment is known.	[12]	[1]
Twitter has previously been proposed as a candidate for modeling conversations, see for example Ritter et al (2010).	[0]	[1]
Two different evaluation measures are reported as described by the task: F=0.5 is a harmonic mean of purity and inverse purity of the clustering result, and F? =0.2 is a version of F that gives more importance to inverse purity (Artiles et al, 2007).	[91, 101, 92, 143]	[1, 1, 1, 1]
Two evaluation tasks for Barzilay and Lapata (2008)'s entity-based model are sentence ordering and summary coherence rating.	[189, 395, 194]	[1, 1, 1]
Under this paradigm, we use weights from the expectation semiring (Eisner, 2002), to compute first-order statistics (e.g., the expected hypothesis length or feature counts) over packed forests of translations (lattices or hyper graphs).	[173, 136]	[1, 1]
Unfortunately, it is difficult to obtain meaningful results on some open domain test sets such as the Wikipedia dataset used by Smith et al (2010).	[156]	[1]
Unfortunately, the models presented in the previous work, such as Zeman and Resnik (2008), McDonald et al (2011) and Tackstrom et al (2012), were not made available, so we reproduced the direct transfer algorithm of McDonald et al (2011), using Malt parser (Nivre, 2008) and the same set of features.	[81, 80, 27, 124, 134]	[1, 1, 1, 1, 1]
Unlike a full blown machine translation task (Carpuat and Wu, 2007), annotators and systems are not required to translate the whole context but just the target word.	[0]	[1]
Unsupervised HMMs were applied to conversational data by Ritter et al (2010) who experimented with Twitter conversations.	[0]	[1]
Using the prefix probability, we can compute the word-by-word Surprisal (Hale, 2001), by taking the log ratio of the previous word's prefix probability against this word's prefix probability.	[92, 38]	[1, 1]
Utiyama and Isahara (2003) extract Japanese-English parallel sentences from a noisy-parallel corpus.	[228, 1, 11, 216]	[1, 1, 1, 1]
Variations of SCFGs go back to Aho and Ullman (1972)'s Syntax-Directed Translation Schemata, but also include the Inversion Transduction Grammars in Wu (1997), which restrict grammar rules to be binary, the synchronous grammars in Chiang (2005), which use only a single nonterminal symbol, and the Multi text Grammars in Melamed (2003), which allow independent rewriting, as well as other tree-based models such as Yamada and Knight (2001) and Galley et al (2004).	[0]	[1]
Velikovich et al (2010) employed a different label propagation method, as described in Figure 3.	[34]	[1]
We adopt a learning rate update rule from Koo et al (2010) where t is defined as 1/N, where N is the number of times we observed a consecutive dual value increase from iteration 1 to t.	[218]	[1]
We adopt the features from previous work by Han et al (2006), Tetreault and Chodorow (2008), and Rozovskaya et al (2011) for our system.	[113, 64, 29, 136]	[1, 1, 1, 1]
We also compare with the CCG-based SRL presented in (Gildea and Hockenmaier, 2003) , which has a similar motivation as this paper, except they use the Combinatory Categorial Grammar formalism and the CCGBank syntactic Treebank which was converted from the Penn Tree bank.	[8, 0, 33]	[1, 1, 1]
